id,example,Label
ss196789,i am still feeling groggy and dizzy for lack of sleep,sadness
ss267021,i feel so blessed to be with you in ministry in east africa,joy
ss163268,i could also feel covetousness as well,joy
ss267273,i feel so smart after,joy
ss99264,i feel fairly confident analysing the sound and camera of any type of media text,joy
ss118086,i now peruse the stand quite regularly and have bought a few items which have left me feeling quite impressed,surprise
ss48793,i remember feeling startled at its complexity and intricacy,fear
ss182441,i remember that people lost their lives in those buildings and feel selfish for being resentful because i didnt get to see them,anger
ss303185,i feel so low now,sadness
ss316488,i feel terrible about all of these things and over the next week between starting on my next assignments for university i will be working my way through these things,sadness
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy
ss198881,im feeling rather amused that people are believing this book is being presented as a seriously historically accurate peice of fact,joy
ss264858,i said that the best part of it all was my dress so i thought that putting it on again would be like magic and poof id feel gorgeous,joy
ss675,i know the terror chimps feel my dad was a violent man punching and whipping mom and us kids and as a chimp trainer he was no less brutal,anger
ss275449,i look at you i feel honoured and blessed to have you as my daughter and i know i would have being so jealous if you weren t mine,joy
ss98336,i feel reluctant to go out of the house without putting anything on the face,fear
ss223081,i sit here watching the macys thanksgiving day parade and enjoying the first day of a four day weekend for which i am more than thankful i feel the need to reflect on the things for which i am thankful,joy
ss391567,i feel really sentimental,sadness
ss177696,i still haven t completed my secret santa assignment and i feel really neglectful about it,sadness
ss73499,i feel more than ever a longing for the christs return,love
ss171554,i feel like a crappy parent though,sadness
ss164416,i know there is probably a tipping point where we will feel wiped out again but for now we are just enjoying the sweet spot,joy
ss23426,i woke up feeling tortured by guilt that i hadnt honored my one promise to myself to finish writing the book series i had started three years earlier when my husband left me for gene simmons,anger
ss154741,i feel myself getting fearful that my brain won t ever return to it s former self,fear
ss370767,i love when i feel like ive had a successful day,joy
ss101010,i know was actually a person before they were a parent yes really so we speaking on behalf of a lot of people i know understand that you might feel awkward,sadness
ss91929,i would like them to or when i feel rejected like joseph did or when i feel really ordinary i need to remember that god has equipped me for his good purposes and that he has given me everything i need for life and godliness,sadness
ss363254,im ecstatic id be having a younger sister at the same time feeling unfortunate i no longer have my room for myself,sadness
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger
ss131095,i feel very lethargic and can t bring myself to get particularly excited about doing anything in fact the only thing i want to do is sort of hibernate,sadness
ss167870,i feel will really encourage you in your walk your pursuit of things you are passionate about and seeing how the lord can use those who are willing,love
ss389541,i was feeling rather carefree today at work,joy
ss233307,i feel guilty if i dont do the laundry as poor boy is working so hard i should do his laundry so he can relax,sadness
ss262244,i feel as sincere,joy
ss141232,i have seen the image of this entryway pop up so many times i feel surprised that i didnt stumble upon it before,surprise
ss351204,i started to feel suspicious that my sisters were talking about me,fear
ss78013,i definitely feel excited as i do not have to stick to asian brown hazel eyes,joy
ss215202,i wouldnt know whether to feel alarmed or vaguely flattered,fear
ss391111,ive been feeling so shitty about studying the past few days but thank god its thursday,sadness
ss280793,i feel awkward in thanking mom for all the things she s ever done to me and all that she s to do tomorrow,sadness
ss153484,i could feel a suspicious expression involuntarily creep across my face,fear
ss254286,i grew to feel fond of lena despite the fact that there still seemed to be nothing particularly stand out about her,love
ss2857,i remember feeling envious when i saw ferg triumphantly un wrap a big orange plastic sword,anger
ss9207,i absolutely hate feeling drained and crabby like that thankfully thats not my usual energy level and i feel much better today,sadness
ss124741,i have a problem that deeply bothers me to the point where it is causing resentment and me to struggle to feel affectionate but my partner does not want to go there because it causes a deep feeling of self embarrassment who gets to count,love
ss226966,i feel that it evokes a hostile mood,anger
ss378943,i value the taste over ambience in fact theres an old school feel to the place that i liked,love
ss306742,i instantly feel warmth caring and a hint of a smile,love
ss230762,i feel like i cant really be blamed for feeling this way but jesse deserves a fresh start,sadness
ss139287,i can feel the shocked around him too at that very moment,surprise
ss164894,i feel really amazing and in shape,joy
ss353902,i feel absolutely rotten myself,sadness
ss274961,i am feeling discouraged alone and even punished,sadness
ss37479,i feel that at this time in my life i really should be above idiotic feelings that turn me into a five year old upon contact,sadness
ss96288,i definitely found that admitting not only to myself but out loud and to my family that i was feeling helpless and ineffective was enough to take the bigness out of my feelings of disconnection and failure,fear
ss307865,im feeling very smug and grown up about the fact that i have already without knowing his work set up all of his a href http drtedzeff,joy
ss267300,i feel so useless that every time i think about him about my family i always end up in tears,sadness
ss174822,i don t have anything against it but neither do i feel it is some how inherently superior either,joy
ss159527,im just coming in at in the morning and i am feeling slightly pissed and miserable,anger
ss165580,i woke up still u feeling unreasonably paranoid,fear
ss271027,i can t tell you how awful that comment made me feel its not supportive it s condescending,love
ss212534,i was left a little unimpressed with los angeles but i feel that we were not there long enough to do it justice and i would have liked to have been in a more relaxed atmosphere than rushing it all through in a day,love
ss75031,i don t have the energy for doing exercises i feel so lethargic,sadness
ss28506,i feel tortured by this,anger
ss386987,i feel intelligent modest indian girl im worthy of einstein toooooooooooooo blah being worthy of einstein doesnt mean ones intelligent,joy
ss2493,i hope you feel energized and rejuvenated gazing upon this peaceful oasis,joy
ss338033,i want to get rid of the negative feeling i want to feel productive i want to feel happy and has a purpose to work towards,joy
ss141448,im at a loss and in this realization i feel like i am doomed,sadness
ss390668,i feel vulnerable because i can t relate to their culture and have no idea how my presence will affect a community,fear
ss125570,i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling grumpy and negative about life about myself about everything trying to figure out what i want and where i m going with my life,anger
ss158455,i do is i tweet about what i feel is an important fact an opinion or a quote,joy
ss37497,i feel like a naughty or undisciplined child when i m not following my mental agenda i look the other way and allow myself to just explore and be surprised by ephemera,love
ss162569,i wasnt so sure how i would feel about it as i was afraid it might be too straight on me but with a factory store somewhat close to me i figured i might as well try it out,fear
ss238216,i was feeling less artistic and just splattered the colors randomly,joy
ss12671,i went blonde i was feeling adventurous and a little lost in who i was as a person,joy
ss66370,i feel very honored to have received this designation and i feel a bit at a loss of words as to how it came about,joy
ss395035,i can say is that it s very obvious when i read if i feel it s dignified or not,joy
ss331872,i don t get as outwardly upset as i feel one of us needs to try and hold things together but i feel just as despairing as my wife i have no idea what to do despite all the books i have read on bulimia i don t know what the correct approach is,sadness
ss341080,i managed to complete the training session with a slight improvement on last time which has done wonders for my morale and left me feeling quite keen for tomorrows long run thats if its not too frosty,joy
ss390501,i sometimes feel they are a little too cute and girly best suited to those with racing snake hips and no more than a b cup bust,joy
ss290278,i feel an extremely annoyed thunderstorm nearby kade warned,anger
ss133210,i was really there and to tell her that she was really not having one of those frustrating dreams from which one emerges feeling shortchanged and hot all over,love
ss319780,i hid behind a wall feeling pretty smart,joy
ss44450,i function fine i go to work i shower cook and clean and act human and yet they feel so bothered by me they have to tell me how i should change,anger
ss250581,ive decided that i have nothing to feel regretful about my marriage,sadness
ss306141,i feel it means the director is indecisive and is looking for inspiration within someone elses work,fear
ss212932,i desert on tame camels and then feeling very nervous being so close to wild camels a href http averytoday,fear
ss335115,i want to feel indecisive and confused my mind really lets loose,fear
ss10824,im feeling generous in addition to high and mighty,joy
ss264849,i feel truthful when i say starkist was a real life saver,joy
ss178398,i was viewed as one of the team leaders there was something about what he said and how he said it that led me to feel that he genuinely liked me,love
ss321612,i see so many other people having trouble dealing with their lives and believe it or not feel distressed about this,fear
ss44169,i be able to lose weight and feel proud strong and beautiful,joy
ss375968,i made over the past year i might feel apprehensive while making a call or picking up the phone but after that i m fine,fear
ss193195,i am sure they will come in handy on the rare rainy day or monday when i feel gloomy and in doubt as to what i am up to at work,sadness
ss261415,i dont know if these changes are enough to make me a committed fan again but ill be happy if i can just get through episodes without feeling irritable about the repetition and backpedalling nonsense that infected it so badly last year,anger
ss305071,i feel such an overwhelming sense of guilt im so rich here,joy
ss111741,i feel vital and alive,joy
ss169640,i feel lonely a href http thecrypticimpression,sadness
ss229785,i feel distracted in my parenting as we have been preparing for this move and trying to get everything figured out,anger
ss102357,i feel i have this character flaw that prevents people from caring about me,love
ss270042,i feel that this one is among the hardest because the night we broke up we were okay,sadness
ss389929,i feel annoyed and although i don t like feeling this way and feel like i have no right to feel annoyed i accept my emotions for what they are and i know it will pass,anger
ss227149,im not at all sure that vic hadnt been through here with his newly serviced chainsaw whilst feeling a bit more artistic than practical,joy
ss40266,i just remember feeling very confused,fear
ss263488,i feel a little tender tonight,love
ss188962,i also feel your hot body against mine,love
ss217743,i still use a crutch but if i continue like this i feel optimistic that i can keep on my feet and delay the imminent need for a wheelchair,joy
ss143355,i am however feeling rather more sympathetic on the subject of cover art these days,love
ss218405,i feel anxious because i m thinking thoughts that are causing anxiety,fear
ss200835,ive been feeling very distracted lately,anger
ss26435,i feel partly ecstatic and partly nervous as hell,joy
ss36141,i may feel frustrated heart broken and defeated but tomorrow i will pick myself back up and recommit myself,anger
ss117364,i want you to know how privileged i feel to be supporting albeit in a minor way your work in advocating for young persons with combined psychiatric and substance abuse issues,love
ss53981,i am feeling very festive this evening,joy
ss250880,i had something different on this morning but decided to change them up already since i was feeling a bit cranky,anger
ss65796,i believe in the most who i trust to no end who ill take care of whenever she needs it forever and will never allow her to feel unloved or unappreciated ever again,sadness
ss197640,i could feel himself getting furious because his students namely naruto had tricked him,anger
ss25019,i feel reluctant to describe my challenges or why i minimize them because by comparison to others they just seem small,fear
ss44974,i feel like my husband knows pretty much everything there is to know about me at this point,joy
ss156749,i came home and got my legs elevated and spent the night feeling sorry for myself,sadness
ss347321,i love lying around with you doing nothing yet feeling the most contented ive ever been,joy
ss117031,i feel relaxed whenever i have the privilege to love and serve people,joy
ss396908,i feel slightly uncomfortable discussing this for fear that some reader will think me wasteful and overly particular,fear
ss280540,when i go out alone at night,fear
ss291262,i still feel that way but im much more sympathetic to her now that im older,love
ss252928,i still feel terrible i screwed up her plan,sadness
ss385764,i feel horrible even more horrible that i can t completely expound on why,sadness
ss286739,i feel that precious time is slipping away,joy
ss114961,i no longer feel that the work still looks dirty it still has that chunky color change which im not so fond of,sadness
ss296812,i really feel like my funeral would be much more lively if i attended it in person,joy
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness
ss281301,i am brave and blog what i am really truly thinking or feeling or longing for i hear back from people who tell me that they connected to what wrote,love
ss289038,i feel less intimidated by the strident criticisms,fear
ss191740,i thought that spring break would help restore some self confidence or happy enjoyment of life but im feeling more and more bitter every day,anger
ss368994,i were hanging out and we realized we had feelings for each other that were more than casual,joy
